Location,Day,Temperature,WeatherCondition
Location_1,143,13.82991463927856,Windy
Location_1,144,-7.496360142085148,Windy
Location_1,145,26.771747922607467,Raining
Location_1,146,11.567287983343437,Snowing
Location_1,147,36.536015295170394,Foggy
Location_1,148,25.495318383017,Raining
Location_1,149,35.08551200530045,Snowing
Location_1,150,4.889531613099184,Snowing
Location_1,151,4.036322435172899,Foggy
Location_1,152,23.099956819482586,Thunderstorm
Location_1,153,-3.113470873458409,Foggy
Location_1,154,21.601060817394185,Thunderstorm
Location_1,155,1.295203013780469,Thunderstorm
Location_1,156,16.10837402534357,Foggy
Location_1,157,-3.1349520585914856,Raining
Location_1,158,-6.436650697609327,Raining
Location_1,159,34.41615548781728,Sunny
Location_1,160,14.788976329401113,Windy
Location_1,161,0.3942968312605526,Windy
Location_1,162,31.663500072890145,Raining
Location_1,163,15.440749750212284,Thunderstorm
Location_1,164,29.794404344288417,Cloudy
Location_1,165,32.68212695309015,Raining
Location_1,166,21.886991064883535,Thunderstorm
Location_1,167,-2.8993324998354737,Windy
Location_1,168,20.624593118907452,Windy
Location_1,169,31.009386919298933,Cloudy
Location_1,170,34.3378877496462,Snowing
Location_1,171,34.73993887552876,Foggy
Location_1,172,35.34838678657707,Raining
Location_1,173,-3.70810675136767,Cloudy
Location_1,174,-3.787397625088337,Thunderstorm
Location_1,175,5.112268446505922,Raining
Location_1,176,31.18104061061839,Sunny
Location_1,177,-9.59120268878503,Foggy
Location_1,178,27.257392182711953,Thunderstorm
Location_1,179,17.122015343739264,Windy
Location_1,180,29.187553148942165,Raining
Location_1,181,35.600583953919184,Sunny
Location_1,182,35.27806471968887,Windy
Location_1,183,18.91057982548384,Snowing
Location_1,184,2.327660185790762,Windy
Location_1,185,12.537047738239618,Foggy
Location_1,186,3.31550605532777,Foggy
Location_1,187,37.344564459866795,Foggy
Location_1,188,11.697078185766372,Cloudy
Location_1,189,32.752311302865884,Foggy
Location_1,190,26.84257211038907,Raining
Location_1,191,35.23740128789389,Sunny
Location_1,192,-4.13689843742854,Snowing
Location_1,193,7.216806766639287,Cloudy
Location_1,194,38.27076132137149,Cloudy
Location_1,195,24.132971438935442,Sunny
Location_1,196,4.012658162995844,Foggy
Location_1,197,1.5969215790828475,Windy
Location_1,198,15.627206632985189,Sunny
Location_1,199,26.23496966424603,Thunderstorm
Location_1,200,-6.136746553871916,Foggy
Location_1,201,9.921367520791954,Raining
Location_1,202,6.857021301308876,Foggy
Location_1,203,4.507569632465616,Sunny
Location_1,204,28.36348929776846,Thunderstorm
Location_1,205,25.212885676681722,Sunny
Location_1,206,10.88261198236857,Raining
Location_1,207,7.535340852100482,Sunny
Location_1,208,24.985135422587312,Snowing
Location_1,209,30.572380086095443,Raining
Location_1,210,13.732390500904476,Sunny
Location_1,211,2.319571855503419,Windy
Location_1,212,24.475576088336815,Windy
Location_1,213,33.893544112058365,Cloudy
Location_1,214,5.716622581819806,Raining
Location_1,215,2.108445883999824,Thunderstorm
Location_1,216,-0.34912872823687735,Snowing
Location_1,217,32.78942876218721,Snowing
Location_1,218,35.09517994693754,Snowing
Location_1,219,-0.3970273213406781,Snowing
Location_1,220,16.839690566618636,Windy
Location_1,221,12.151398395322673,Sunny
Location_1,222,26.258183253629056,Thunderstorm
Location_1,223,39.12070015242092,Snowing
Location_1,224,-1.2696185848763282,Windy
Location_1,225,21.286082296360853,Sunny
Location_1,226,7.386497076660113,Windy
Location_1,227,15.887485428753195,Cloudy
Location_1,228,32.000713730837155,Snowing
Location_1,229,6.153998355714183,Foggy
Location_1,230,22.19126828719491,Snowing
Location_1,231,6.36013338192398,Raining
Location_1,232,4.807710070771279,Raining
Location_1,233,19.771703189287347,Cloudy
Location_1,234,30.355484928891187,Snowing
Location_1,235,37.28566844463632,Sunny
Location_1,236,30.510707659709865,Sunny
Location_1,237,8.704888529571452,Windy
Location_1,238,39.00093349390228,Raining
Location_1,239,-5.8861461586074215,Raining
Location_1,240,26.07061309185238,Cloudy
Location_1,241,-5.388734223349742,Windy
Location_1,242,35.81710187835495,Snowing
Location_1,243,-1.4670724294759925,Foggy
Location_1,244,25.0312255355598,Snowing
Location_1,245,39.51634937495692,Windy
Location_1,246,21.50933770858814,Thunderstorm
Location_1,247,31.050752601841282,Foggy
Location_1,248,26.370876557225216,Foggy
Location_1,249,11.781577565065348,Sunny
Location_1,250,12.855428059513226,Windy
Location_1,251,6.079541438234763,Cloudy
Location_1,252,23.04743280553423,Foggy
Location_1,253,16.725940334581395,Windy
Location_1,254,7.941451074495106,Windy
Location_1,255,20.232982761674478,Sunny
Location_1,256,26.56871365269435,Foggy
Location_1,257,2.3591062651064902,Snowing
Location_1,258,0.303692318647089,Snowing
Location_1,259,-0.275826176023255,Windy
Location_1,260,11.55679072800191,Thunderstorm
Location_1,261,3.8718984283013054,Cloudy
Location_1,262,15.606544476756099,Foggy
Location_1,263,14.496234642877518,Thunderstorm
Location_1,264,0.13347475634819794,Foggy
Location_1,265,10.381566598516748,Thunderstorm
Location_1,266,-2.4398685587905335,Thunderstorm
Location_1,267,-3.746519324251204,Cloudy
Location_1,268,9.059565030561902,Windy
Location_1,269,16.364798430645536,Snowing
Location_1,270,-3.657775963736823,Snowing
Location_1,271,22.14610748486607,Thunderstorm
Location_1,272,-3.6008713326831723,Thunderstorm
Location_1,273,32.20023105948316,Thunderstorm
Location_1,274,28.11903172152511,Raining
Location_1,275,36.226877971251106,Snowing
Location_1,276,4.514177029632858,Windy
Location_1,277,34.66831430546084,Snowing
Location_1,278,32.00473029490113,Windy
Location_1,279,39.97649523794879,Cloudy
Location_1,280,20.50175905880487,Raining
Location_1,281,39.253798890459706,Raining
Location_1,282,30.86975374700163,Windy
Location_1,283,20.40084201013254,Raining
Location_1,284,-4.3617543993073795,Thunderstorm
Location_1,285,10.781259696394518,Cloudy
Location_1,286,-5.611750622894015,Raining
Location_1,287,19.005393958620207,Snowing
Location_1,288,19.655286273837266,Sunny
Location_1,289,36.970649058309704,Sunny
Location_1,290,38.55459158639069,Snowing
Location_1,291,-7.058752519808839,Thunderstorm
Location_1,292,27.255670068460958,Foggy
Location_1,293,10.71675339696598,Windy
Location_1,294,14.98600210001598,Raining
Location_1,295,22.892379838927113,Foggy
Location_1,296,-5.347452102281655,Foggy
Location_1,297,-5.206545863320397,Windy
Location_1,298,25.81987326116957,Windy
Location_1,299,-1.581302145364102,Cloudy
Location_1,300,37.59711947852806,Raining
Location_1,301,0.011603610749936877,Cloudy
Location_1,302,31.09807704164755,Snowing
Location_1,303,37.745630698799495,Cloudy
Location_1,304,26.373965061543934,Foggy
Location_1,305,26.523710479954225,Thunderstorm
Location_1,306,31.209285854940113,Sunny
Location_1,307,13.60990991220137,Foggy
Location_1,308,35.6429600183523,Cloudy
Location_1,309,9.931832548991856,Sunny
Location_1,310,2.9782130365459665,Raining
Location_1,311,32.13552363324919,Sunny
Location_1,312,8.607838023540722,Windy
Location_1,313,3.7307797081383356,Cloudy
Location_1,314,7.565769444247447,Windy
Location_1,315,2.1592836643777282,Cloudy
Location_1,316,29.022471929397007,Cloudy
Location_1,317,-3.0045538116214594,Sunny
Location_1,318,-3.5976147294579235,Cloudy
Location_1,319,-4.344470856185114,Thunderstorm
Location_1,320,32.79620232983194,Thunderstorm
Location_1,321,-7.456831631874779,Windy
Location_1,322,13.599749230148763,Sunny
Location_1,323,20.772212023540785,Sunny
Location_1,324,27.832344784545413,Raining
Location_1,325,-1.3766847825225277,Windy
Location_1,326,29.771225319861927,Thunderstorm
Location_1,327,38.08986981685956,Cloudy
Location_1,328,31.761577607760245,Snowing
Location_1,329,14.097389401338997,Windy
Location_1,330,6.114002601637008,Thunderstorm
Location_1,331,22.536378890646212,Snowing
Location_1,332,-4.253058267859441,Windy
Location_1,333,0.6690969343078255,Cloudy
Location_1,334,2.145704484287535,Raining
Location_1,335,30.94526525250049,Foggy
Location_1,336,13.673754171051808,Thunderstorm
Location_1,337,30.107151537097415,Snowing
Location_1,338,-4.451631620610421,Raining
Location_1,339,39.4280936175502,Cloudy
Location_1,340,11.48484338820814,Foggy
Location_1,341,6.240642169489394,Cloudy
Location_1,342,34.714532559413556,Thunderstorm
Location_1,343,26.713082779595354,Snowing
Location_1,344,21.301593120928267,Raining
Location_1,345,12.367477738682346,Sunny
Location_1,346,6.9760822099496735,Foggy
Location_1,347,-3.9915607957680974,Foggy
Location_1,348,0.32191273221304506,Windy
Location_1,349,36.47471510529023,Cloudy
Location_1,350,38.05176621781654,Windy
Location_1,351,39.56056815354889,Foggy
Location_1,352,-3.9368449149345697,Thunderstorm
Location_1,353,36.95075072884325,Cloudy
Location_1,354,36.48686368374125,Snowing
Location_1,355,23.382737659728896,Thunderstorm
Location_1,356,-6.610129682588125,Thunderstorm
Location_1,357,14.190238965714713,Foggy
Location_1,358,28.092708771536003,Sunny
Location_1,359,34.185093768590185,Windy
Location_1,360,26.128556189328712,Thunderstorm
Location_1,361,3.2044693734877594,Foggy
Location_1,362,11.82782754954735,Cloudy
Location_1,363,18.552770809033852,Sunny
Location_1,364,1.9325968469202728,Sunny
Location_1,365,-7.420328760883801,Snowing
Location_1,366,13.246572268868704,Snowing
Location_1,367,26.37226162931845,Foggy
Location_2,1,13.568893683198649,Sunny
Location_2,2,19.01335774591341,Snowing
Location_2,3,-0.21885083187611798,Windy
Location_2,4,18.058301335677815,Snowing
Location_2,5,8.081422250495223,Foggy
Location_2,6,2.3102438781989623,Windy
Location_2,7,30.176559337200167,Windy
Location_2,8,21.893496928240385,Foggy
Location_2,9,32.927765615784665,Sunny
Location_2,10,20.61280735844979,Snowing
Location_2,11,34.53910213257588,Thunderstorm
Location_2,12,2.915028951563773,Raining
Location_2,13,6.6641499771414345,Raining
Location_2,14,37.29700483588077,Windy
Location_2,15,15.209134204404727,Sunny
Location_2,16,31.02839888836384,Cloudy
Location_2,17,6.868431333022976,Foggy
Location_2,18,29.649438068328138,Cloudy
Location_2,19,6.308774380962639,Thunderstorm
Location_2,20,4.838007882754372,Foggy
Location_2,21,30.686777822083044,Sunny
Location_2,22,10.376572718998549,Windy
Location_2,23,-3.034035826922623,Thunderstorm
Location_2,24,7.43151819043182,Snowing
Location_2,25,30.222662898088522,Sunny
Location_2,26,25.639439372077106,Windy
Location_2,27,-3.9915133333320547,Sunny
Location_2,28,31.63728145520846,Thunderstorm
Location_2,29,14.971296546046329,Windy
Location_2,30,31.85075801486039,Foggy
Location_2,31,39.027148690865786,Foggy
Location_2,32,-7.234093922810006,Cloudy
Location_2,33,5.595958428988361,Thunderstorm
Location_2,34,9.647919580826983,Sunny
Location_2,35,0.3366129720561748,Thunderstorm
Location_2,36,15.616893534236539,Snowing
Location_2,37,31.14578008654898,Windy
Location_2,38,21.600778585156103,Foggy
Location_2,39,23.736206449323504,Raining
Location_2,40,-0.1376638968331978,Thunderstorm
Location_2,41,39.85321967304186,Sunny
Location_2,42,28.814557298081844,Sunny
Location_2,43,-9.039372280286104,Snowing
Location_2,44,17.665747086738556,Raining
Location_2,45,1.5085096292905469,Thunderstorm
Location_2,46,29.945532617645014,Snowing
Location_2,47,-5.620318667918102,Foggy
Location_2,48,20.03810127159466,Thunderstorm
Location_2,49,27.412966201835765,Foggy
Location_2,50,34.86003253815699,Snowing
Location_2,51,5.99571590985226,Snowing
Location_2,52,31.733377119753605,Snowing
Location_2,53,16.036173334107186,Raining
Location_2,54,34.35762394765245,Raining
Location_2,55,35.486550273260455,Cloudy
Location_2,56,2.820385369176785,Windy
Location_2,57,37.85540394478977,Cloudy
Location_2,58,30.76922886673607,Windy
Location_2,59,-3.169407648566244,Windy
Location_2,60,26.95355945826553,Snowing
Location_2,61,28.986683101523738,Raining
Location_2,62,-6.415967921962709,Foggy
Location_2,63,5.087315946741702,Sunny
Location_2,64,24.271020917645714,Raining
Location_2,65,-9.935682682883714,Foggy
Location_2,66,5.48230643211288,Snowing
Location_2,67,-0.2543732154449767,Raining
Location_2,68,22.258394122813897,Sunny
Location_2,69,19.516441144824974,Sunny
Location_2,70,-8.186993095421165,Cloudy
Location_2,71,-3.16500062425333,Windy
Location_2,72,-7.677723232651076,Windy
Location_2,73,20.052072379505823,Sunny
Location_2,74,10.065579842324027,Foggy
Location_2,75,36.43228369575393,Windy
Location_2,76,-6.83297708404846,Snowing
Location_2,77,1.7397391272441087,Foggy
Location_2,78,34.98960379094091,Foggy
Location_2,79,22.93541763555004,Sunny
Location_2,80,-9.376361786420908,Snowing
Location_2,81,28.899307933312876,Windy
Location_2,82,3.1651188360183635,Cloudy
Location_2,83,-3.211111557432819,Sunny
Location_2,84,22.603885648703262,Sunny
Location_2,85,5.008346215500367,Foggy
Location_2,86,33.921034746694936,Thunderstorm
Location_2,87,21.109516220362522,Sunny
Location_2,88,32.61424870005965,Cloudy
Location_2,89,17.84367506799914,Foggy
Location_2,90,22.386190116144455,Foggy
Location_2,91,27.861357469389084,Foggy
Location_2,92,-1.9736285596665262,Raining
Location_2,93,20.558246543344108,Thunderstorm
Location_2,94,6.084317097812438,Cloudy
Location_2,95,-3.5701845740413765,Sunny
Location_2,96,13.001897503332685,Sunny
Location_2,97,20.593009287478367,Windy
Location_2,98,-5.914415958208715,Windy
Location_2,99,14.311788577553596,Foggy
Location_2,100,30.724033691779248,Sunny
Location_2,101,-0.9671832506375786,Snowing
Location_2,102,39.23435916201616,Windy
Location_2,103,39.937718015463375,Sunny
Location_2,104,5.225639657523626,Thunderstorm
Location_2,105,35.16302029762916,Foggy
Location_2,106,-1.49878600766006,Raining
Location_2,107,-9.349297541766223,Snowing
Location_2,108,-5.92354474199512,Foggy
Location_2,109,15.62564252156055,Windy
Location_2,110,32.16449004903259,Raining
Location_2,111,21.44499189741177,Snowing
Location_2,112,-6.065790168132076,Sunny
Location_2,113,-1.3302144773567584,Foggy
Location_2,114,-2.152519644243503,Sunny
Location_2,115,-0.9368108839438136,Sunny
Location_2,116,-4.544034722796316,Raining
Location_2,117,38.996843900462096,Thunderstorm
Location_2,118,21.279918812493328,Windy
Location_2,119,12.086544893156045,Cloudy
Location_2,120,-5.946187233343416,Raining
Location_2,121,16.85001060926379,Cloudy
Location_2,122,1.9748902987631691,Sunny
Location_2,123,20.844455579668473,Thunderstorm
Location_2,124,-5.316354016430899,Cloudy
Location_2,125,4.078171464261786,Thunderstorm
Location_2,126,2.85505806658529,Snowing
Location_2,127,6.654202334708469,Foggy
Location_2,128,35.51231854675103,Sunny
Location_2,129,24.493046903289205,Snowing
Location_2,130,6.286713991924067,Cloudy
Location_2,131,1.9290801378514608,Sunny
Location_2,132,36.053343771709756,Windy
Location_2,133,10.653531090562215,Raining
Location_2,134,4.703171908273305,Raining
Location_2,135,10.660302713458972,Raining
Location_2,136,32.84011313132104,Foggy
Location_2,137,17.437202585937076,Snowing
Location_2,138,28.11330409680653,Foggy
Location_2,139,-4.432652165918219,Cloudy
Location_2,140,5.4643813368569365,Raining
Location_2,141,24.81873048972752,Snowing
Location_2,142,15.413228894154905,Foggy
Location_2,143,19.84759579107066,Windy
Location_2,144,3.192727720331005,Cloudy
Location_2,145,5.85791004820809,Thunderstorm
Location_2,146,36.206773315973315,Windy
Location_2,147,24.180470929142807,Foggy
Location_2,148,8.822378620484216,Cloudy
Location_2,149,18.097806061815174,Thunderstorm
Location_2,150,24.64108213273346,Thunderstorm
Location_2,151,4.475500563808941,Cloudy
Location_2,152,6.854394983500992,Windy
Location_2,153,-1.741609634212523,Snowing
Location_2,154,38.01782186612379,Windy
Location_2,155,20.981013524670175,Snowing
Location_2,156,21.214731079135642,Cloudy
Location_2,157,-4.34631208547658,Raining
Location_2,158,37.67396508291191,Sunny
Location_2,159,-7.408885418808078,Raining
Location_2,160,23.616459755631382,Snowing
Location_2,161,0.034364268309460044,Cloudy
Location_2,162,-7.781889038206482,Windy
Location_2,163,10.69255867236091,Snowing
Location_2,164,-8.5853733863157,Sunny
Location_2,165,1.034065057075681,Foggy
Location_2,166,-6.18102978410728,Raining
Location_2,167,9.921025823943577,Cloudy
Location_2,168,7.092749141445008,Cloudy
Location_2,169,32.14472997214186,Cloudy
Location_2,170,6.73487379877875,Sunny
Location_2,171,21.34957416558106,Snowing
Location_2,172,-8.153545548967426,Thunderstorm
Location_2,173,34.51536839552278,Foggy
Location_2,174,-7.221394919310433,Thunderstorm
Location_2,175,11.99921796324228,Snowing
Location_2,176,21.87022839609862,Windy
Location_2,177,4.014304774816516,Cloudy
Location_2,178,10.599628094555488,Foggy
Location_2,179,21.218034433434504,Windy
Location_2,180,33.04502523522055,Thunderstorm
Location_2,181,-0.37566522698547367,Raining
Location_2,182,4.157848329009321,Cloudy
Location_2,183,20.310647244336035,Cloudy
Location_2,184,1.0157704976731825,Windy
Location_2,185,-2.594145040815473,Cloudy
Location_2,186,37.81026396739555,Sunny
Location_2,187,1.812448805740189,Thunderstorm
Location_2,188,33.48975267068751,Cloudy
Location_2,189,1.1975861866197395,Thunderstorm
Location_2,190,-5.112103147255667,Sunny
Location_2,191,36.96225628259129,Sunny
Location_2,192,29.67155172845949,Cloudy
Location_2,193,23.301699307577962,Snowing
Location_2,194,39.629235155178534,Sunny
Location_2,195,13.914832959253772,Foggy
Location_2,196,13.075815068907868,Windy
Location_2,197,-6.907704827729973,Windy
Location_2,198,-6.497739801454391,Snowing
Location_2,199,34.507615287825644,Snowing
Location_2,200,-7.134389721927928,Thunderstorm
Location_2,201,35.14658953501197,Windy
Location_2,202,-1.2044864646482214,Snowing
Location_2,203,28.420088500473717,Cloudy
Location_2,204,6.414431160328007,Thunderstorm
Location_2,205,-1.1142402029327343,Raining
Location_2,206,12.375453779676512,Windy
Location_2,207,-7.27064113315404,Sunny
Location_2,208,-7.567090939823048,Sunny
Location_2,209,38.560040923111494,Thunderstorm
Location_2,210,39.10108099909735,Thunderstorm
Location_2,211,4.223681383971215,Sunny
Location_2,212,0.7674493268799409,Foggy
Location_2,213,28.976948653561983,Foggy
Location_2,214,6.882503257445741,Cloudy
Location_2,215,-2.7746788495779793,Windy
Location_2,216,33.95434901499863,Sunny
Location_2,217,36.249563939179424,Raining
Location_2,218,35.63449904852455,Snowing
Location_2,219,-2.2748014799821163,Windy
Location_2,220,19.53724835850028,Foggy
Location_2,221,22.30421146248605,Cloudy
Location_2,222,22.940509475704268,Sunny
Location_2,223,-5.706840930548964,Raining
Location_2,224,25.722432439710325,Windy
Location_2,225,35.172658865863355,Sunny
Location_2,226,9.814802728248214,Cloudy
Location_2,227,30.600416962969547,Foggy
Location_2,228,14.44904044606498,Snowing
Location_2,229,32.76600247552178,Snowing
Location_2,230,16.518266646487316,Snowing
Location_2,231,36.372688647647884,Cloudy
Location_2,232,33.94162058426835,Raining
Location_2,233,11.979836065951979,Snowing
Location_2,234,35.08918153205773,Thunderstorm
Location_2,235,14.650405650461227,Foggy
Location_2,236,8.90096519193295,Sunny
Location_2,237,25.632949139505,Windy
Location_2,238,-8.28800384143257,Cloudy
Location_2,239,-6.553776741680447,Snowing
Location_2,240,13.0603678190127,Cloudy
Location_2,241,20.61617958914734,Sunny
Location_2,242,36.49789016181894,Raining
Location_2,243,-3.919432398393843,Foggy
Location_2,244,-4.11890838857655,Foggy
Location_2,245,31.485182768348714,Raining
Location_2,246,-5.587033872362243,Cloudy
Location_2,247,-3.625039186058906,Raining
Location_2,248,-9.937971866282094,Thunderstorm
Location_2,249,-5.381413565690226,Windy
Location_2,250,0.4873407739479898,Windy
Location_2,251,26.634608482196576,Snowing
Location_2,252,22.18374648370203,Cloudy
Location_2,253,18.359828365184043,Snowing
Location_2,254,9.088370797923055,Raining
Location_2,255,12.404542372415527,Foggy
Location_2,256,-2.605006650794463,Cloudy
Location_2,257,-6.788546131059711,Thunderstorm
Location_2,258,35.3081442748755,Snowing
Location_2,259,31.544297393188614,Cloudy
Location_2,260,21.430398564058155,Raining
Location_2,261,6.374964924867854,Thunderstorm
Location_2,262,19.40063746575819,Thunderstorm
Location_2,263,29.31244213328538,Snowing
Location_2,264,19.551856426982464,Sunny
Location_2,265,-6.093739348447199,Foggy
Location_2,266,13.181789017290289,Raining
Location_2,267,20.37196996449094,Sunny
Location_2,268,39.794119336293896,Snowing
Location_2,269,21.829125920092434,Foggy
Location_2,270,35.352560254231186,Foggy
Location_2,271,13.800902333615138,Thunderstorm
Location_2,272,25.108828870632955,Foggy
Location_2,273,1.9655688360907284,Snowing
Location_2,274,37.52653514365405,Cloudy
Location_2,275,29.347059832911754,Snowing
Location_2,276,38.01044523566429,Thunderstorm
Location_2,277,39.63430548370214,Foggy
Location_2,278,-4.527810778679849,Raining
Location_2,279,0.5241667252753963,Thunderstorm
Location_2,280,20.263225425991607,Raining
Location_2,281,7.524416684006738,Snowing
Location_2,282,-0.667966822111568,Thunderstorm
Location_2,283,6.258873724847049,Foggy
Location_2,284,-3.1239277182602017,Cloudy
Location_2,285,34.36374940144763,Sunny
Location_2,286,31.519568131150955,Raining
Location_2,287,-3.393335353859463,Sunny
Location_2,288,29.78051906793972,Cloudy
Location_2,289,9.929563742318695,Windy
Location_2,290,10.685298520155488,Cloudy
Location_2,291,19.12773803343956,Windy
Location_2,292,26.982525280417775,Snowing
Location_2,293,19.474019110967088,Foggy
Location_2,294,16.1286242678991,Snowing
Location_2,295,29.784635274691468,Cloudy
Location_2,296,11.903094931681576,Cloudy
Location_2,297,35.573588179804865,Foggy
Location_2,298,-5.061509741562789,Sunny
Location_2,299,-8.345139832119594,Raining
Location_2,300,27.827554653927905,Thunderstorm
Location_2,301,38.76009441912255,Thunderstorm
Location_2,302,26.54046973752375,Raining
Location_2,303,-2.9260428927145163,Sunny
Location_2,304,25.68689286277673,Thunderstorm
Location_2,305,-5.003926493400437,Windy
Location_2,306,12.777908933488238,Snowing
Location_2,307,2.4482721523777258,Cloudy
Location_2,308,2.2072391275792995,Windy
Location_2,309,31.074926999750872,Thunderstorm
Location_2,310,11.2631926552774,Windy
Location_2,311,-7.416572275984015,Foggy
